[2026-07-30 20:35:04] Buyuk koÅŸum basliyor: 780 hasta x 2 doz = 1560 trajectory hedefi (40dk pencere, 6 process)
  [1246/1560] trajectory_id=1245 hasta=622 doz=1.000 -> 17 kare, truncated=False
  [1247/1560] trajectory_id=1246 hasta=623 doz=0.100 -> 17 kare, truncated=False
  [1248/1560] trajectory_id=1247 hasta=623 doz=1.000 -> 17 kare, truncated=False
  [1249/1560] trajectory_id=1248 hasta=624 doz=0.100 -> 17 kare, truncated=False
  [1250/1560] trajectory_id=1249 hasta=624 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 01:43:05] 1250/1560 trajectory tamamlandý (geçen süre 308.0 dk, tahmini kalan süre 76.4 dk)
  [1251/1560] trajectory_id=1250 hasta=625 doz=0.100 -> 17 kare, truncated=False
  [1252/1560] trajectory_id=1251 hasta=625 doz=1.000 -> 17 kare, truncated=False
  [1253/1560] trajectory_id=1252 hasta=626 doz=0.100 -> 17 kare, truncated=False
  [1254/1560] trajectory_id=1253 hasta=626 doz=1.000 -> 17 kare, truncated=False
  [1255/1560] trajectory_id=1254 hasta=627 doz=0.100 -> 17 kare, truncated=False
  [1256/1560] trajectory_id=1255 hasta=627 doz=1.000 -> 17 kare, truncated=False
  [1257/1560] trajectory_id=1256 hasta=628 doz=0.100 -> 17 kare, truncated=False
  [1258/1560] trajectory_id=1257 hasta=628 doz=1.000 -> 17 kare, truncated=False
  [1259/1560] trajectory_id=1258 hasta=629 doz=0.100 -> 17 kare, truncated=False
  [1260/1560] trajectory_id=1259 hasta=629 doz=1.000 -> 17 kare, truncated=False
  [1261/1560] trajectory_id=1260 hasta=630 doz=0.100 -> 17 kare, truncated=False
  [1262/1560] trajectory_id=1261 hasta=630 doz=1.000 -> 17 kare, truncated=False
  [1263/1560] trajectory_id=1262 hasta=631 doz=0.100 -> 17 kare, truncated=False
  [1264/1560] trajectory_id=1263 hasta=631 doz=1.000 -> 17 kare, truncated=False
  [1265/1560] trajectory_id=1264 hasta=632 doz=0.100 -> 17 kare, truncated=False
  [1266/1560] trajectory_id=1265 hasta=632 doz=1.000 -> 17 kare, truncated=False
  [1267/1560] trajectory_id=1266 hasta=633 doz=0.100 -> 17 kare, truncated=False
  [1268/1560] trajectory_id=1267 hasta=633 doz=1.000 -> 17 kare, truncated=False
  [1269/1560] trajectory_id=1268 hasta=634 doz=0.100 -> 17 kare, truncated=False
  [1270/1560] trajectory_id=1269 hasta=634 doz=1.000 -> 17 kare, truncated=False
  [1271/1560] trajectory_id=1270 hasta=635 doz=0.100 -> 17 kare, truncated=False
  [1272/1560] trajectory_id=1271 hasta=635 doz=1.000 -> 17 kare, truncated=False
  [1273/1560] trajectory_id=1272 hasta=636 doz=0.100 -> 17 kare, truncated=False
  [1274/1560] trajectory_id=1273 hasta=636 doz=1.000 -> 17 kare, truncated=False
  [1275/1560] trajectory_id=1274 hasta=637 doz=0.100 -> 17 kare, truncated=False
  [1276/1560] trajectory_id=1275 hasta=637 doz=1.000 -> 17 kare, truncated=False
  [1277/1560] trajectory_id=1276 hasta=638 doz=0.100 -> 17 kare, truncated=False
  [1278/1560] trajectory_id=1277 hasta=638 doz=1.000 -> 17 kare, truncated=False
  [1279/1560] trajectory_id=1278 hasta=639 doz=0.100 -> 17 kare, truncated=False
  [1280/1560] trajectory_id=1279 hasta=639 doz=1.000 -> 17 kare, truncated=False
  [1281/1560] trajectory_id=1280 hasta=640 doz=0.100 -> 17 kare, truncated=False
  [1282/1560] trajectory_id=1281 hasta=640 doz=1.000 -> 17 kare, truncated=False
  [1283/1560] trajectory_id=1282 hasta=641 doz=0.100 -> 17 kare, truncated=False
  [1284/1560] trajectory_id=1283 hasta=641 doz=1.000 -> 17 kare, truncated=False
  [1285/1560] trajectory_id=1284 hasta=642 doz=0.100 -> 17 kare, truncated=False
  [1286/1560] trajectory_id=1285 hasta=642 doz=1.000 -> 17 kare, truncated=False
  [1287/1560] trajectory_id=1286 hasta=643 doz=0.100 -> 17 kare, truncated=False
  [1288/1560] trajectory_id=1287 hasta=643 doz=1.000 -> 17 kare, truncated=False
  [1289/1560] trajectory_id=1288 hasta=644 doz=0.100 -> 17 kare, truncated=False
  [1290/1560] trajectory_id=1289 hasta=644 doz=1.000 -> 17 kare, truncated=False
  [1291/1560] trajectory_id=1290 hasta=645 doz=0.100 -> 17 kare, truncated=False
  [1292/1560] trajectory_id=1292 hasta=646 doz=0.100 -> 17 kare, truncated=False
  [1293/1560] trajectory_id=1293 hasta=646 doz=1.000 -> 17 kare, truncated=False
  [1294/1560] trajectory_id=1291 hasta=645 doz=1.000 -> 17 kare, truncated=False
  [1295/1560] trajectory_id=1294 hasta=647 doz=0.100 -> 17 kare, truncated=False
  [1296/1560] trajectory_id=1295 hasta=647 doz=1.000 -> 17 kare, truncated=False
  [1297/1560] trajectory_id=1296 hasta=648 doz=0.100 -> 17 kare, truncated=False
  [1298/1560] trajectory_id=1297 hasta=648 doz=1.000 -> 17 kare, truncated=False
  [1299/1560] trajectory_id=1298 hasta=649 doz=0.100 -> 17 kare, truncated=False
  [1300/1560] trajectory_id=1299 hasta=649 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 01:53:16] 1300/1560 trajectory tamamlandý (geçen süre 318.2 dk, tahmini kalan süre 63.6 dk)
  [1301/1560] trajectory_id=1300 hasta=650 doz=0.100 -> 17 kare, truncated=False
  [1302/1560] trajectory_id=1301 hasta=650 doz=1.000 -> 17 kare, truncated=False
  [1303/1560] trajectory_id=1302 hasta=651 doz=0.100 -> 17 kare, truncated=False
  [1304/1560] trajectory_id=1303 hasta=651 doz=1.000 -> 17 kare, truncated=False
  [1305/1560] trajectory_id=1304 hasta=652 doz=0.100 -> 17 kare, truncated=False
  [1306/1560] trajectory_id=1305 hasta=652 doz=1.000 -> 17 kare, truncated=False
  [1307/1560] trajectory_id=1306 hasta=653 doz=0.100 -> 17 kare, truncated=False
  [1308/1560] trajectory_id=1307 hasta=653 doz=1.000 -> 17 kare, truncated=False
  [1309/1560] trajectory_id=1310 hasta=655 doz=0.100 -> 17 kare, truncated=False
  [1310/1560] trajectory_id=1308 hasta=654 doz=0.100 -> 17 kare, truncated=False
  [1311/1560] trajectory_id=1309 hasta=654 doz=1.000 -> 17 kare, truncated=False
  [1312/1560] trajectory_id=1311 hasta=655 doz=1.000 -> 17 kare, truncated=False
  [1313/1560] trajectory_id=1312 hasta=656 doz=0.100 -> 17 kare, truncated=False
  [1314/1560] trajectory_id=1313 hasta=656 doz=1.000 -> 17 kare, truncated=False
  [1315/1560] trajectory_id=1314 hasta=657 doz=0.100 -> 17 kare, truncated=False
  [1316/1560] trajectory_id=1315 hasta=657 doz=1.000 -> 17 kare, truncated=False
  [1317/1560] trajectory_id=1316 hasta=658 doz=0.100 -> 17 kare, truncated=False
  [1318/1560] trajectory_id=1317 hasta=658 doz=1.000 -> 17 kare, truncated=False
  [1319/1560] trajectory_id=1318 hasta=659 doz=0.100 -> 17 kare, truncated=False
  [1320/1560] trajectory_id=1319 hasta=659 doz=1.000 -> 17 kare, truncated=False
  [1321/1560] trajectory_id=1320 hasta=660 doz=0.100 -> 17 kare, truncated=False
  [1322/1560] trajectory_id=1322 hasta=661 doz=0.100 -> 17 kare, truncated=False
  [1323/1560] trajectory_id=1321 hasta=660 doz=1.000 -> 17 kare, truncated=False
  [1324/1560] trajectory_id=1323 hasta=661 doz=1.000 -> 17 kare, truncated=False
  [1325/1560] trajectory_id=1324 hasta=662 doz=0.100 -> 17 kare, truncated=False
  [1326/1560] trajectory_id=1325 hasta=662 doz=1.000 -> 17 kare, truncated=False
  [1327/1560] trajectory_id=1326 hasta=663 doz=0.100 -> 17 kare, truncated=False
  [1328/1560] trajectory_id=1327 hasta=663 doz=1.000 -> 17 kare, truncated=False
  [1329/1560] trajectory_id=1328 hasta=664 doz=0.100 -> 17 kare, truncated=False
  [1330/1560] trajectory_id=1329 hasta=664 doz=1.000 -> 17 kare, truncated=False
  [1331/1560] trajectory_id=1330 hasta=665 doz=0.100 -> 17 kare, truncated=False
  [1332/1560] trajectory_id=1332 hasta=666 doz=0.100 -> 17 kare, truncated=False
  [1333/1560] trajectory_id=1333 hasta=666 doz=1.000 -> 17 kare, truncated=False
  [1334/1560] trajectory_id=1331 hasta=665 doz=1.000 -> 17 kare, truncated=False
  [1335/1560] trajectory_id=1334 hasta=667 doz=0.100 -> 17 kare, truncated=False
  [1336/1560] trajectory_id=1335 hasta=667 doz=1.000 -> 17 kare, truncated=False
  [1337/1560] trajectory_id=1336 hasta=668 doz=0.100 -> 17 kare, truncated=False
  [1338/1560] trajectory_id=1338 hasta=669 doz=0.100 -> 17 kare, truncated=False
  [1339/1560] trajectory_id=1339 hasta=669 doz=1.000 -> 17 kare, truncated=False
  [1340/1560] trajectory_id=1337 hasta=668 doz=1.000 -> 17 kare, truncated=False
  [1341/1560] trajectory_id=1340 hasta=670 doz=0.100 -> 17 kare, truncated=False
  [1342/1560] trajectory_id=1341 hasta=670 doz=1.000 -> 17 kare, truncated=False
  [1343/1560] trajectory_id=1342 hasta=671 doz=0.100 -> 17 kare, truncated=False
  [1344/1560] trajectory_id=1343 hasta=671 doz=1.000 -> 17 kare, truncated=False
  [1345/1560] trajectory_id=1345 hasta=672 doz=1.000 -> 17 kare, truncated=False
  [1346/1560] trajectory_id=1344 hasta=672 doz=0.100 -> 17 kare, truncated=False
  [1347/1560] trajectory_id=1346 hasta=673 doz=0.100 -> 17 kare, truncated=False
  [1348/1560] trajectory_id=1347 hasta=673 doz=1.000 -> 17 kare, truncated=False
  [1349/1560] trajectory_id=1348 hasta=674 doz=0.100 -> 17 kare, truncated=False
  [1350/1560] trajectory_id=1349 hasta=674 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 02:03:01] 1350/1560 trajectory tamamlandý (geçen süre 327.9 dk, tahmini kalan süre 51.0 dk)
  [1351/1560] trajectory_id=1351 hasta=675 doz=1.000 -> 17 kare, truncated=False
  [1352/1560] trajectory_id=1350 hasta=675 doz=0.100 -> 17 kare, truncated=False
  [1353/1560] trajectory_id=1352 hasta=676 doz=0.100 -> 17 kare, truncated=False
  [1354/1560] trajectory_id=1353 hasta=676 doz=1.000 -> 17 kare, truncated=False
  [1355/1560] trajectory_id=1354 hasta=677 doz=0.100 -> 17 kare, truncated=False
  [1356/1560] trajectory_id=1355 hasta=677 doz=1.000 -> 17 kare, truncated=False
  [1357/1560] trajectory_id=1356 hasta=678 doz=0.100 -> 17 kare, truncated=False
  [1358/1560] trajectory_id=1357 hasta=678 doz=1.000 -> 17 kare, truncated=False
  [1359/1560] trajectory_id=1358 hasta=679 doz=0.100 -> 17 kare, truncated=False
  [1360/1560] trajectory_id=1359 hasta=679 doz=1.000 -> 17 kare, truncated=False
  [1361/1560] trajectory_id=1360 hasta=680 doz=0.100 -> 17 kare, truncated=False
  [1362/1560] trajectory_id=1361 hasta=680 doz=1.000 -> 17 kare, truncated=False
  [1363/1560] trajectory_id=1362 hasta=681 doz=0.100 -> 17 kare, truncated=False
  [1364/1560] trajectory_id=1363 hasta=681 doz=1.000 -> 17 kare, truncated=False
  [1365/1560] trajectory_id=1364 hasta=682 doz=0.100 -> 17 kare, truncated=False
  [1366/1560] trajectory_id=1366 hasta=683 doz=0.100 -> 17 kare, truncated=False
  [1367/1560] trajectory_id=1365 hasta=682 doz=1.000 -> 17 kare, truncated=False
  [1368/1560] trajectory_id=1367 hasta=683 doz=1.000 -> 17 kare, truncated=False
  [1369/1560] trajectory_id=1368 hasta=684 doz=0.100 -> 17 kare, truncated=False
  [1370/1560] trajectory_id=1369 hasta=684 doz=1.000 -> 17 kare, truncated=False
  [1371/1560] trajectory_id=1371 hasta=685 doz=1.000 -> 17 kare, truncated=False
  [1372/1560] trajectory_id=1370 hasta=685 doz=0.100 -> 17 kare, truncated=False
  [1373/1560] trajectory_id=1372 hasta=686 doz=0.100 -> 17 kare, truncated=False
  [1374/1560] trajectory_id=1373 hasta=686 doz=1.000 -> 17 kare, truncated=False
  [1375/1560] trajectory_id=1374 hasta=687 doz=0.100 -> 17 kare, truncated=False
  [1376/1560] trajectory_id=1375 hasta=687 doz=1.000 -> 17 kare, truncated=False
  [1377/1560] trajectory_id=1376 hasta=688 doz=0.100 -> 17 kare, truncated=False
  [1378/1560] trajectory_id=1377 hasta=688 doz=1.000 -> 17 kare, truncated=False
  [1379/1560] trajectory_id=1378 hasta=689 doz=0.100 -> 17 kare, truncated=False
  [1380/1560] trajectory_id=1379 hasta=689 doz=1.000 -> 17 kare, truncated=False
  [1381/1560] trajectory_id=1380 hasta=690 doz=0.100 -> 17 kare, truncated=False
  [1382/1560] trajectory_id=1381 hasta=690 doz=1.000 -> 17 kare, truncated=False
  [1383/1560] trajectory_id=1382 hasta=691 doz=0.100 -> 17 kare, truncated=False
  [1384/1560] trajectory_id=1383 hasta=691 doz=1.000 -> 17 kare, truncated=False
  [1385/1560] trajectory_id=1384 hasta=692 doz=0.100 -> 17 kare, truncated=False
  [1386/1560] trajectory_id=1385 hasta=692 doz=1.000 -> 17 kare, truncated=False
  [1387/1560] trajectory_id=1386 hasta=693 doz=0.100 -> 17 kare, truncated=False
  [1388/1560] trajectory_id=1387 hasta=693 doz=1.000 -> 17 kare, truncated=False
  [1389/1560] trajectory_id=1388 hasta=694 doz=0.100 -> 17 kare, truncated=False
  [1390/1560] trajectory_id=1389 hasta=694 doz=1.000 -> 17 kare, truncated=False
  [1391/1560] trajectory_id=1390 hasta=695 doz=0.100 -> 17 kare, truncated=False
  [1392/1560] trajectory_id=1391 hasta=695 doz=1.000 -> 17 kare, truncated=False
  [1393/1560] trajectory_id=1392 hasta=696 doz=0.100 -> 17 kare, truncated=False
  [1394/1560] trajectory_id=1393 hasta=696 doz=1.000 -> 17 kare, truncated=False
  [1395/1560] trajectory_id=1394 hasta=697 doz=0.100 -> 17 kare, truncated=False
  [1396/1560] trajectory_id=1395 hasta=697 doz=1.000 -> 17 kare, truncated=False
  [1397/1560] trajectory_id=1396 hasta=698 doz=0.100 -> 17 kare, truncated=False
  [1398/1560] trajectory_id=1397 hasta=698 doz=1.000 -> 17 kare, truncated=False
  [1399/1560] trajectory_id=1398 hasta=699 doz=0.100 -> 17 kare, truncated=False
  [1400/1560] trajectory_id=1399 hasta=699 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 02:12:13] 1400/1560 trajectory tamamlandý (geçen süre 337.1 dk, tahmini kalan süre 38.5 dk)
  [1401/1560] trajectory_id=1402 hasta=701 doz=0.100 -> 17 kare, truncated=False
  [1402/1560] trajectory_id=1401 hasta=700 doz=1.000 -> 17 kare, truncated=False
  [1403/1560] trajectory_id=1400 hasta=700 doz=0.100 -> 17 kare, truncated=False
  [1404/1560] trajectory_id=1403 hasta=701 doz=1.000 -> 17 kare, truncated=False
  [1405/1560] trajectory_id=1404 hasta=702 doz=0.100 -> 17 kare, truncated=False
  [1406/1560] trajectory_id=1405 hasta=702 doz=1.000 -> 17 kare, truncated=False
  [1407/1560] trajectory_id=1407 hasta=703 doz=1.000 -> 17 kare, truncated=False
  [1408/1560] trajectory_id=1408 hasta=704 doz=0.100 -> 17 kare, truncated=False
  [1409/1560] trajectory_id=1406 hasta=703 doz=0.100 -> 17 kare, truncated=False
  [1410/1560] trajectory_id=1409 hasta=704 doz=1.000 -> 17 kare, truncated=False
  [1411/1560] trajectory_id=1410 hasta=705 doz=0.100 -> 17 kare, truncated=False
  [1412/1560] trajectory_id=1411 hasta=705 doz=1.000 -> 17 kare, truncated=False
  [1413/1560] trajectory_id=1412 hasta=706 doz=0.100 -> 17 kare, truncated=False
  [1414/1560] trajectory_id=1413 hasta=706 doz=1.000 -> 17 kare, truncated=False
  [1415/1560] trajectory_id=1415 hasta=707 doz=1.000 -> 17 kare, truncated=False
  [1416/1560] trajectory_id=1414 hasta=707 doz=0.100 -> 17 kare, truncated=False
  [1417/1560] trajectory_id=1416 hasta=708 doz=0.100 -> 17 kare, truncated=False
  [1418/1560] trajectory_id=1417 hasta=708 doz=1.000 -> 17 kare, truncated=False
  [1419/1560] trajectory_id=1418 hasta=709 doz=0.100 -> 17 kare, truncated=False
  [1420/1560] trajectory_id=1419 hasta=709 doz=1.000 -> 17 kare, truncated=False
  [1421/1560] trajectory_id=1422 hasta=711 doz=0.100 -> 17 kare, truncated=False
  [1422/1560] trajectory_id=1420 hasta=710 doz=0.100 -> 17 kare, truncated=False
  [1423/1560] trajectory_id=1421 hasta=710 doz=1.000 -> 17 kare, truncated=False
  [1424/1560] trajectory_id=1423 hasta=711 doz=1.000 -> 17 kare, truncated=False
  [1425/1560] trajectory_id=1424 hasta=712 doz=0.100 -> 17 kare, truncated=False
  [1426/1560] trajectory_id=1425 hasta=712 doz=1.000 -> 17 kare, truncated=False
  [1427/1560] trajectory_id=1426 hasta=713 doz=0.100 -> 17 kare, truncated=False
  [1428/1560] trajectory_id=1427 hasta=713 doz=1.000 -> 17 kare, truncated=False
  [1429/1560] trajectory_id=1428 hasta=714 doz=0.100 -> 17 kare, truncated=False
  [1430/1560] trajectory_id=1429 hasta=714 doz=1.000 -> 17 kare, truncated=False
  [1431/1560] trajectory_id=1430 hasta=715 doz=0.100 -> 17 kare, truncated=False
  [1432/1560] trajectory_id=1431 hasta=715 doz=1.000 -> 17 kare, truncated=False
  [1433/1560] trajectory_id=1434 hasta=717 doz=0.100 -> 17 kare, truncated=False
  [1434/1560] trajectory_id=1432 hasta=716 doz=0.100 -> 17 kare, truncated=False
  [1435/1560] trajectory_id=1433 hasta=716 doz=1.000 -> 17 kare, truncated=False
  [1436/1560] trajectory_id=1435 hasta=717 doz=1.000 -> 17 kare, truncated=False
  [1437/1560] trajectory_id=1436 hasta=718 doz=0.100 -> 17 kare, truncated=False
  [1438/1560] trajectory_id=1437 hasta=718 doz=1.000 -> 17 kare, truncated=False
  [1439/1560] trajectory_id=1438 hasta=719 doz=0.100 -> 17 kare, truncated=False
  [1440/1560] trajectory_id=1439 hasta=719 doz=1.000 -> 17 kare, truncated=False
  [1441/1560] trajectory_id=1440 hasta=720 doz=0.100 -> 17 kare, truncated=False
  [1442/1560] trajectory_id=1441 hasta=720 doz=1.000 -> 17 kare, truncated=False
  [1443/1560] trajectory_id=1442 hasta=721 doz=0.100 -> 17 kare, truncated=False
  [1444/1560] trajectory_id=1443 hasta=721 doz=1.000 -> 17 kare, truncated=False
  [1445/1560] trajectory_id=1444 hasta=722 doz=0.100 -> 17 kare, truncated=False
  [1446/1560] trajectory_id=1445 hasta=722 doz=1.000 -> 17 kare, truncated=False
  [1447/1560] trajectory_id=1446 hasta=723 doz=0.100 -> 17 kare, truncated=False
  [1448/1560] trajectory_id=1447 hasta=723 doz=1.000 -> 17 kare, truncated=False
  [1449/1560] trajectory_id=1448 hasta=724 doz=0.100 -> 17 kare, truncated=False
  [1450/1560] trajectory_id=1449 hasta=724 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 02:21:19] 1450/1560 trajectory tamamlandý (geçen süre 346.2 dk, tahmini kalan süre 26.3 dk)
  [1451/1560] trajectory_id=1451 hasta=725 doz=1.000 -> 17 kare, truncated=False
  [1452/1560] trajectory_id=1450 hasta=725 doz=0.100 -> 17 kare, truncated=False
  [1453/1560] trajectory_id=1452 hasta=726 doz=0.100 -> 17 kare, truncated=False
  [1454/1560] trajectory_id=1453 hasta=726 doz=1.000 -> 17 kare, truncated=False
  [1455/1560] trajectory_id=1454 hasta=727 doz=0.100 -> 17 kare, truncated=False
  [1456/1560] trajectory_id=1455 hasta=727 doz=1.000 -> 17 kare, truncated=False
  [1457/1560] trajectory_id=1456 hasta=728 doz=0.100 -> 17 kare, truncated=False
  [1458/1560] trajectory_id=1457 hasta=728 doz=1.000 -> 17 kare, truncated=False
  [1459/1560] trajectory_id=1458 hasta=729 doz=0.100 -> 17 kare, truncated=False
  [1460/1560] trajectory_id=1459 hasta=729 doz=1.000 -> 17 kare, truncated=False
  [1461/1560] trajectory_id=1460 hasta=730 doz=0.100 -> 17 kare, truncated=False
  [1462/1560] trajectory_id=1461 hasta=730 doz=1.000 -> 17 kare, truncated=False
  [1463/1560] trajectory_id=1462 hasta=731 doz=0.100 -> 17 kare, truncated=False
  [1464/1560] trajectory_id=1463 hasta=731 doz=1.000 -> 17 kare, truncated=False
  [1465/1560] trajectory_id=1464 hasta=732 doz=0.100 -> 17 kare, truncated=False
  [1466/1560] trajectory_id=1465 hasta=732 doz=1.000 -> 17 kare, truncated=False
  [1467/1560] trajectory_id=1466 hasta=733 doz=0.100 -> 17 kare, truncated=False
  [1468/1560] trajectory_id=1468 hasta=734 doz=0.100 -> 17 kare, truncated=False
  [1469/1560] trajectory_id=1467 hasta=733 doz=1.000 -> 17 kare, truncated=False
  [1470/1560] trajectory_id=1469 hasta=734 doz=1.000 -> 17 kare, truncated=False
  [1471/1560] trajectory_id=1470 hasta=735 doz=0.100 -> 17 kare, truncated=False
  [1472/1560] trajectory_id=1472 hasta=736 doz=0.100 -> 17 kare, truncated=False
  [1473/1560] trajectory_id=1471 hasta=735 doz=1.000 -> 17 kare, truncated=False
  [1474/1560] trajectory_id=1474 hasta=737 doz=0.100 -> 17 kare, truncated=False
  [1475/1560] trajectory_id=1473 hasta=736 doz=1.000 -> 17 kare, truncated=False
  [1476/1560] trajectory_id=1475 hasta=737 doz=1.000 -> 17 kare, truncated=False
  [1477/1560] trajectory_id=1476 hasta=738 doz=0.100 -> 17 kare, truncated=False
  [1478/1560] trajectory_id=1477 hasta=738 doz=1.000 -> 17 kare, truncated=False
  [1479/1560] trajectory_id=1480 hasta=740 doz=0.100 -> 17 kare, truncated=False
  [1480/1560] trajectory_id=1478 hasta=739 doz=0.100 -> 17 kare, truncated=False
  [1481/1560] trajectory_id=1479 hasta=739 doz=1.000 -> 17 kare, truncated=False
  [1482/1560] trajectory_id=1481 hasta=740 doz=1.000 -> 17 kare, truncated=False
  [1483/1560] trajectory_id=1482 hasta=741 doz=0.100 -> 17 kare, truncated=False
  [1484/1560] trajectory_id=1483 hasta=741 doz=1.000 -> 17 kare, truncated=False
  [1485/1560] trajectory_id=1485 hasta=742 doz=1.000 -> 17 kare, truncated=False
  [1486/1560] trajectory_id=1484 hasta=742 doz=0.100 -> 17 kare, truncated=False
  [1487/1560] trajectory_id=1486 hasta=743 doz=0.100 -> 17 kare, truncated=False
  [1488/1560] trajectory_id=1487 hasta=743 doz=1.000 -> 17 kare, truncated=False
  [1489/1560] trajectory_id=1488 hasta=744 doz=0.100 -> 17 kare, truncated=False
  [1490/1560] trajectory_id=1489 hasta=744 doz=1.000 -> 17 kare, truncated=False
  [1491/1560] trajectory_id=1492 hasta=746 doz=0.100 -> 17 kare, truncated=False
  [1492/1560] trajectory_id=1490 hasta=745 doz=0.100 -> 17 kare, truncated=False
  [1493/1560] trajectory_id=1491 hasta=745 doz=1.000 -> 17 kare, truncated=False
  [1494/1560] trajectory_id=1493 hasta=746 doz=1.000 -> 17 kare, truncated=False
  [1495/1560] trajectory_id=1494 hasta=747 doz=0.100 -> 17 kare, truncated=False
  [1496/1560] trajectory_id=1495 hasta=747 doz=1.000 -> 17 kare, truncated=False
  [1497/1560] trajectory_id=1497 hasta=748 doz=1.000 -> 17 kare, truncated=False
  [1498/1560] trajectory_id=1496 hasta=748 doz=0.100 -> 17 kare, truncated=False
  [1499/1560] trajectory_id=1498 hasta=749 doz=0.100 -> 17 kare, truncated=False
  [1500/1560] trajectory_id=1499 hasta=749 doz=1.000 -> 17 kare, truncated=False
[2026-07-31 02:30:21] 1500/1560 trajectory tamamlandý (geçen süre 355.3 dk, tahmini kalan süre 14.2 dk)
  [1501/1560] trajectory_id=1500 hasta=750 doz=0.100 -> 17 kare, truncated=False
  [1502/1560] trajectory_id=1501 hasta=750 doz=1.000 -> 17 kare, truncated=False
  [1503/1560] trajectory_id=1502 hasta=751 doz=0.100 -> 17 kare, truncated=False
  [1504/1560] trajectory_id=1503 hasta=751 doz=1.000 -> 17 kare, truncated=False
  [1505/1560] trajectory_id=1504 hasta=752 doz=0.100 -> 17 kare, truncated=False
  [1506/1560] trajectory_id=1505 hasta=752 doz=1.000 -> 17 kare, truncated=False
  [1507/1560] trajectory_id=1506 hasta=753 doz=0.100 -> 17 kare, truncated=False
  [1508/1560] trajectory_id=1507 hasta=753 doz=1.000 -> 17 kare, truncated=False
  [1509/1560] trajectory_id=1508 hasta=754 doz=0.100 -> 17 kare, truncated=False
  [1510/1560] trajectory_id=1510 hasta=755 doz=0.100 -> 17 kare, truncated=False
  [1511/1560] trajectory_id=1509 hasta=754 doz=1.000 -> 17 kare, truncated=False
  [1512/1560] trajectory_id=1511 hasta=755 doz=1.000 -> 17 kare, truncated=False
  [1513/1560] trajectory_id=1512 hasta=756 doz=0.100 -> 17 kare, truncated=False
  [1514/1560] trajectory_id=1513 hasta=756 doz=1.000 -> 17 kare, truncated=False
  [1515/1560] trajectory_id=1514 hasta=757 doz=0.100 -> 17 kare, truncated=False
  [1516/1560] trajectory_id=1515 hasta=757 doz=1.000 -> 17 kare, truncated=False
  [1517/1560] trajectory_id=1516 hasta=758 doz=0.100 -> 17 kare, truncated=False
  [1518/1560] trajectory_id=1517 hasta=758 doz=1.000 -> 17 kare, truncated=False
  [1519/1560] trajectory_id=1518 hasta=759 doz=0.100 -> 17 kare, truncated=False
  [1520/1560] trajectory_id=1519 hasta=759 doz=1.000 -> 17 kare, truncated=False
  [1521/1560] trajectory_id=1520 hasta=760 doz=0.100 -> 17 kare, truncated=False
  [1522/1560] trajectory_id=1521 hasta=760 doz=1.000 -> 17 kare, truncated=False
  [1523/1560] trajectory_id=1522 hasta=761 doz=0.100 -> 17 kare, truncated=False
  [1524/1560] trajectory_id=1523 hasta=761 doz=1.000 -> 17 kare, truncated=False
  [1525/1560] trajectory_id=1524 hasta=762 doz=0.100 -> 17 kare, truncated=False
  [1526/1560] trajectory_id=1525 hasta=762 doz=1.000 -> 17 kare, truncated=False
  [1527/1560] trajectory_id=1526 hasta=763 doz=0.100 -> 17 kare, truncated=False
  [1528/1560] trajectory_id=1527 hasta=763 doz=1.000 -> 17 kare, truncated=False
  [1529/1560] trajectory_id=1528 hasta=764 doz=0.100 -> 17 kare, truncated=False
  [1530/1560] trajectory_id=1529 hasta=764 doz=1.000 -> 17 kare, truncated=False
  [1531/1560] trajectory_id=1530 hasta=765 doz=0.100 -> 17 kare, truncated=False
  [1532/1560] trajectory_id=1531 hasta=765 doz=1.000 -> 17 kare, truncated=False
  [1533/1560] trajectory_id=1532 hasta=766 doz=0.100 -> 17 kare, truncated=False
  [1534/1560] trajectory_id=1534 hasta=767 doz=0.100 -> 17 kare, truncated=False
  [1535/1560] trajectory_id=1533 hasta=766 doz=1.000 -> 17 kare, truncated=False
  [1536/1560] trajectory_id=1535 hasta=767 doz=1.000 -> 17 kare, truncated=False
  [1537/1560] trajectory_id=1536 hasta=768 doz=0.100 -> 17 kare, truncated=False
  [1538/1560] trajectory_id=1537 hasta=768 doz=1.000 -> 17 kare, truncated=False
  [1539/1560] trajectory_id=1538 hasta=769 doz=0.100 -> 17 kare, truncated=False
  [1540/1560] trajectory_id=1539 hasta=769 doz=1.000 -> 17 kare, truncated=False
  [1541/1560] trajectory_id=1540 hasta=770 doz=0.100 -> 17 kare, truncated=False
  [1542/1560] trajectory_id=1541 hasta=770 doz=1.000 -> 17 kare, truncated=False
  [1543/1560] trajectory_id=1542 hasta=771 doz=0.100 -> 17 kare, truncated=False
  [1544/1560] trajectory_id=1544 hasta=772 doz=0.100 -> 17 kare, truncated=False
  [1545/1560] trajectory_id=1543 hasta=771 doz=1.000 -> 17 kare, truncated=False
  [1546/1560] trajectory_id=1545 hasta=772 doz=1.000 -> 17 kare, truncated=False
